Score,Role Type,Work Type,Sector,Title,Company,Location,Source,Matched Keywords,Posted,URL,Description
26,Data / Analytics,Remote,Compliance / Risk / Fraud,"Analyst II, Full Stack (Fraud Analytics)",affirm,Remote US,Greenhouse:affirm,"risk management, remote-first, sql, python, dashboard, forecasting, workflow, cross-functional, fraud, COMBO:Fraud+Data ⭐, COMBO:Ops+Data",2026-06-18T11:27:47-04:00,https://job-boards.greenhouse.io/affirm/jobs/7533759003,"&lt;div class=&quot;content-intro&quot;&gt;&lt;p&gt;Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest.&lt;/p&gt;&lt;/div&gt;&lt;p&gt;The Fraud Strategy and Analytics team is responsible for analyzing, developing and optimizing Affirm&#39;s online fraud decisioning strategy. The team works cross-functionally with Product, Engineering, Operations, and Finance teams to define and ensure accurate execution of the fraud strategy to effectively prevent fraud losses.&lt;/p&gt;
&lt;p&gt;This role requires extensive use of data analytics to derive insights and develop/update fraud strategies, collaborating with cross-functional partners. Full stack analyst works with the Product teams to develop new fraud features, with the engineering team to launch online experiment to test out the performance of the new features, with the Operation team to execute risk and resolution strategies, with the Finance team to help facilitate discussions on portfolio performance and loss forecasting.&amp;nbsp;&lt;/p&gt;
&lt;p&gt;Come join us in our mission to change consumer finance through better data and technology, lower costs, and increased transparency while providing the best customer experience.&lt;/p&gt;
&lt;p&gt;&lt;strong&gt;WHAT YOU’LL DO&amp;nbsp;&lt;/strong&gt;&lt;/p&gt;
&lt;ul&gt;
&lt;li&gt;
&lt;p&gt;Proactively explore data and identify opportunities to help accelerate product development or improve existing products in Trust and Safety, and drive the analytical work of online experiment to optimise the existing strategies to achieve better conversion rate.&lt;/p&gt;
&lt;/li&gt;
&lt;li&gt;
&lt;p&gt;Translate analysis and trends into recommendations for business logic to improve identity and fraud conversion rates or fraud rates&lt;/p&gt;
&lt;/li&gt;
&lt;li&gt;
&lt;p&gt;Develop scalable frameworks to manage tiered cutoffs for proprietary fraud machine learning m"
26,Data / Analytics,Contract,Compliance / Risk / Fraud,Distributed Systems Engineer - Data Platform - Analytics and Alerts,cloudflare,Hybrid,Greenhouse:cloudflare,"anomaly detection, aml, audit, compliance, sql, dashboard, data integrity, government, insurance, COMBO:Fraud+Data ⭐",2026-07-06T07:43:55-04:00,https://boards.greenhouse.io/cloudflare/jobs/7462803?gh_jid=7462803,"&lt;div class=&quot;content-intro&quot;&gt;&lt;div&gt;&lt;strong&gt;About Us&lt;/strong&gt;&lt;/div&gt;
&lt;div&gt;
&lt;p&gt;At Cloudflare, we are on a mission to help build a better Internet. Today the company runs one of the world’s largest networks that powers millions of websites and other Internet properties for customers ranging from individual bloggers to SMBs to Fortune 500 companies. Cloudflare protects and accelerates any Internet application online without adding hardware, installing software, or changing a line of code. Internet properties powered by Cloudflare all have web traffic routed through its intelligent global network, which gets smarter with every request. As a result, they see significant improvement in performance and a decrease in spam and other attacks. Cloudflare was named to Entrepreneur Magazine’s Top Company Cultures list and ranked among the World’s Most Innovative Companies by Fast Company.&amp;nbsp;&lt;/p&gt;
&lt;p&gt;At Cloudflare, we’re not looking for people who wait for a polished roadmap; we’re looking for the builders who see the cracks in the Internet that everyone else has simply learned to live with. We value candidates who have the instinct to spot a &quot;normalized&quot; problem and the AI-native curiosity to create a solution using the latest tools. Our culture is built on iteration, leveraging AI to ship faster today to make it better tomorrow, while ensuring that every improvement, no matter how small, is shared across the team to lift everyone up. If you’re the type of person who values curiosity over bureaucracy, and that AI is a partner in solving tough problems to keep the Internet moving forward, you’ll fit right in.&lt;/p&gt;
&lt;/div&gt;&lt;/div&gt;&lt;p&gt;&lt;strong&gt;Locations Available: Austin (US)&lt;/strong&gt;&lt;/p&gt;
&lt;p&gt;&lt;strong&gt;About Role&lt;/strong&gt;&lt;/p&gt;
&lt;p&gt;&lt;span style=&quot;font-weight: 400;&quot;&gt;We are looking for experienced and highly motivated engineers to join o"
26,Data / Analytics,In-Office / Hybrid,Compliance / Risk / Fraud,"Analytics Engineer, SMB",openai,San Francisco,Ashby:openai,"aml, compliance, sql, python, dashboard, tableau, etl, workflow, stakeholder, cross-functional, county, COMBO:Fraud+Data ⭐",2026-05-19T15:54:13.911+00:00,https://jobs.ashbyhq.com/openai/c3f437e7-034b-4ea0-a29e-c62eb23ca24f,"  About the Role   As an early member of our Data team within the Go-To-Market (GTM) organization, you will play a pivotal role in building a data-centric culture, enhancing decision-making processes, and driving strategic initiatives through analytics. This role involves a variety of projects aimed at developing canonical data sources and dashboards that enable the business to derive trustworthy, actionable insights. Most importantly, you should expect to be a core member of the GTM team, helping to bring our technology to a wide range of customers and supporting our self-serve and sales-led motions.  This role is based in either San Francisco, CA or New York, NY. We use a hybrid work model of 3 days in the office per week and offer relocation assistance to new employees.   In this role, you will:     Embed with the GTM team as a trusted partner, identifying high-impact analytics problems and pioneering data-driven solutions.    Establish a data-driven culture by driving the definition, tracking, and operationalizing of metrics    Manage cross-functional data projects about revenue, pricing, usage, and other topics core to the business.    Create scalable pipelines for data collection, cleaning, and analysis from multiple sources, and manage the lifecycle of metrics and models from prototyping to production.    Develop and refine tools such as dashboards and reports that empower the team to extract and analyze data independently.    Conduct analyses to uncover insights and inform key decisions.    Use presentations, memos, and tools to communicate complex data insights clearly and persuasively across the organization.       You might thrive in this role if you are/have:     Over 10 years of experience in a relevant Data role within dynamic, outcome-driven organizations.    Demonstrated ability to independently own ambiguous, high-impact business problems, from structuring the analytical approach to driving clear recommendations and execution.    Highly autonomous a"
26,Data / Analytics,In-Office / Hybrid,Compliance / Risk / Fraud,"Data Engineer, Scaling Analytics",openai,San Francisco,Ashby:openai,"compliance, sql, python, excel, etl, reporting, forecasting, workflow, stakeholder, cross-functional, county, COMBO:Fraud+Data ⭐, COMBO:Ops+Data",2026-06-17T17:19:20.677+00:00,https://jobs.ashbyhq.com/openai/c59e2e83-59a6-45bc-82cd-665c6a8a5761,"  About the Team   OpenAI, in close collaboration with our capital partners, is building the world's most advanced AI infrastructure ecosystem. The Scaling Analytics team serves as the data backbone for this effort, enabling leaders and operators to make informed decisions across infrastructure deployment, hardware operations, supply chain, capacity planning, and site execution.  As OpenAI’s Industrial Compute expands across an increasing number of global data center campuses, the complexity of managing infrastructure capacity, hardware health, supply flows, and operational performance continues to grow. Scaling Analytics develops the data models, pipelines, metrics, and reporting systems that transform fragmented operational data into actionable insights, helping OpenAI operate infrastructure at unprecedented scale.   About the Role   We are seeking a Data Engineer to help build and scale the analytical foundations that power OpenAI's infrastructure organization. This individual will partner closely with Hardware Operations, Capacity Planning, Supply Chain, Infrastructure Delivery, Finance, and Engineering teams to create reliable data products that support critical operational and strategic decisions.  Today, much of the team's expertise is concentrated within several highly specialized domains including hardware health, GPU attribution, and supply analytics. As Stargate grows and new sites come online, the demand for analytics support continues to expand across both existing and emerging problem spaces. This role will increase the team's ability to move quickly, reduce operational bottlenecks, and provide additional depth across critical infrastructure analytics functions.  The ideal candidate combines strong data engineering fundamentals with an ability to navigate ambiguous operational environments, translating complex infrastructure problems into scalable data solutions that improve visibility, decision-making, and execution.   Key Responsibilities     Design,"
25,Data / Analytics,Contract,General,Ads AI Analytics Lead II,instacart,"Canada - Remote (ON, AB, BC, or NS Only)",Greenhouse:instacart,"anomaly detection, ai-first, sql, python, power bi, dashboard, tableau, kpi, forecasting, workflow, stakeholder, cross-functional, COMBO:Ops+Data",2026-06-24T16:24:24-04:00,https://instacart.careers/job/?gh_jid=7658241,"&lt;div class=&quot;content-intro&quot;&gt;&lt;p&gt;&lt;strong&gt;We&#39;re transforming the grocery industry&lt;/strong&gt;&lt;/p&gt;
&lt;p&gt;&lt;span class=&quot;im&quot;&gt;At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible earnings opportunities to Instacart Personal Shoppers.&lt;/span&gt;&lt;/p&gt;
&lt;p&gt;Instacart has become a lifeline for millions of people, and we’re building the team to help push our shopping cart forward. If you’re ready to do the best work of your life, come join our table.&lt;/p&gt;
&lt;p&gt;&lt;strong&gt;Instacart is a Flex First team &lt;/strong&gt;&lt;/p&gt;
&lt;p&gt;There’s no one-size fits all approach to how we do our best work. Our employees have the flexibility to choose where they do their best work—whether it’s from home, an office, or your favorite coffee shop—while staying connected and building community through regular in-person events. &lt;a href=&quot;https://www.instacart.careers/flex-first&quot; target=&quot;_blank&quot; data-saferedirecturl=&quot;https://www.google.com/url?q=https://instacart.careers/remote/&amp;amp;source=gmail&amp;amp;ust=1651869232122000&amp;amp;usg=AOvVaw37OlxP8hAKN7nq4YwHQH7e&quot;&gt;Learn more about our flexible approach to where we work.&lt;/a&gt;&lt;/p&gt;&lt;/div&gt;&lt;p&gt;&amp;nbsp;&lt;/p&gt;
&lt;p&gt;&lt;strong&gt;Overview&lt;/strong&gt;&lt;/p&gt;
&lt;p&gt;Instacart’s Commercial Scaled Intelligence (CSI) team is an AI-first group focused on turning data into action—building products that drive revenue growth, operational efficiency, and better outcomes for our customers, shoppers, reta"
25,EA / Business Partner,Remote,Compliance / Risk / Fraud,Executive Assistant ,gitlab,"Remote, US",Greenhouse:gitlab,"eligibility, aml, compliance, executive assistant, calendar management, asynchronous, async, reporting, deliverables, coordination, workflow, stakeholder, cross-functional, COMBO:Fraud+EA",2026-06-05T16:18:10-04:00,https://job-boards.greenhouse.io/gitlab/jobs/8523640002,"&lt;div class=&quot;content-intro&quot;&gt;&lt;p&gt;GitLab is the intelligent orchestration platform for DevSecOps. GitLab enables organizations to increase developer productivity, improve operational efficiency, reduce security and compliance risk, and accelerate digital transformation. More than 50 million registered users and more than 50% of the Fortune 100* trust GitLab to ship better, more secure software faster.&lt;/p&gt;
&lt;p&gt;The same principles built into our products are reflected in how our team works: we embrace AI as a core productivity multiplier, with all team members expected to incorporate AI into their daily workflows to drive efficiency, innovation, and impact. GitLab is where careers accelerate, innovation flourishes, and every voice is valued. Our high-performance culture is driven by our values&amp;nbsp;and continuous knowledge exchange, enabling our team members to reach their full potential while collaborating with industry leaders to solve complex problems. &lt;a href=&quot;https://www.youtube.com/watch?v=OuZIb5zszQI&quot;&gt;Co-create the future with us&lt;/a&gt; as we build technology that transforms how the world develops software.&lt;/p&gt;
&lt;p&gt;*&lt;em&gt;Fortune 500® is a registered trademark of Fortune Media IP Limited, used under license. Claim based on GitLab data. Fortune 100 refers to the top 20% ranked companies in the 2025 Fortune 500 list, published in June 2025. Fortune and Fortune Media IP Limited are not affiliated with, and do not endorse products or services of GitLab.&lt;/em&gt;&lt;/p&gt;&lt;/div&gt;&lt;h2&gt;&lt;strong&gt;An overview of this role&lt;/strong&gt;&lt;/h2&gt;
&lt;p&gt;As an Executive Assistant, you will help the VP of Business Systems, VP of Support, and VP of Data stay focused on the highest-impact work. This role creates leverage by bringing structure to fast-moving priorities, managing critical logistics, and making sure information, next steps, and follow-through stay on track in a dynamic, all-r"
25,EA / Business Partner,Remote,Compliance / Risk / Fraud,Senior Executive Assistant,gitlab,"Remote, US",Greenhouse:gitlab,"eligibility, compliance, reconciliation, executive assistant, executive support, calendar management, asynchronous, async, reporting, coordination, workflow, cross-functional, COMBO:Fraud+EA",2026-06-29T11:04:02-04:00,https://job-boards.greenhouse.io/gitlab/jobs/8609688002,"&lt;div class=&quot;content-intro&quot;&gt;&lt;p&gt;GitLab is the intelligent orchestration platform for DevSecOps. GitLab enables organizations to increase developer productivity, improve operational efficiency, reduce security and compliance risk, and accelerate digital transformation. More than 50 million registered users and more than 50% of the Fortune 100* trust GitLab to ship better, more secure software faster.&lt;/p&gt;
&lt;p&gt;The same principles built into our products are reflected in how our team works: we embrace AI as a core productivity multiplier, with all team members expected to incorporate AI into their daily workflows to drive efficiency, innovation, and impact. GitLab is where careers accelerate, innovation flourishes, and every voice is valued. Our high-performance culture is driven by our values&amp;nbsp;and continuous knowledge exchange, enabling our team members to reach their full potential while collaborating with industry leaders to solve complex problems. &lt;a href=&quot;https://www.youtube.com/watch?v=OuZIb5zszQI&quot;&gt;Co-create the future with us&lt;/a&gt; as we build technology that transforms how the world develops software.&lt;/p&gt;
&lt;p&gt;*&lt;em&gt;Fortune 500® is a registered trademark of Fortune Media IP Limited, used under license. Claim based on GitLab data. Fortune 100 refers to the top 20% ranked companies in the 2025 Fortune 500 list, published in June 2025. Fortune and Fortune Media IP Limited are not affiliated with, and do not endorse products or services of GitLab.&lt;/em&gt;&lt;/p&gt;&lt;/div&gt;&lt;p&gt;&lt;strong&gt;An overview of this role&lt;/strong&gt;&lt;/p&gt;
&lt;p&gt;As a Senior Executive Assistant supporting two senior leaders within GitLab&#39;s Chief Revenue Officer (CRO) organization, you&#39;ll help VP-level leaders stay focused on delivering customer value by removing friction from daily operations. You&#39;ll partner closely with the VP, Global Solution Architects and the VP, High Velocity Sale"
25,Data / Analytics,In-Office / Hybrid,Compliance / Risk / Fraud,"Analytics & Automation Lead, User Safety & Risk Operations",openai,San Francisco,Ashby:openai,"risk management, audit, compliance, sql, dashboard, reporting, workflow, county, fraud, COMBO:Fraud+Data ⭐",2026-06-02T18:01:20.923+00:00,https://jobs.ashbyhq.com/openai/3723ec14-404b-4b36-bf8a-d953781143a3," About the Team  At OpenAI, our User Safety &amp; Risk Operations (USRO) team helps protect our products and users from abuse, fraud, safety risks, and other forms of misuse. We operate at the front line of real-world safety and risk management, translating user and operational signals into timely decisions, effective interventions, and improvements to our systems.  The Analytics &amp; Automation team helps USRO operate more effectively and scale safely. The team builds automation, analytics, reporting, monitoring, and quality systems that improve how work is prioritized, reviewed, measured, and managed across the organization’s portfolio.  Our work includes workflow automation, operational health dashboards, queue and case analysis, quality measurement, classifier and evaluation feedback loops, alerting, reporting infrastructure, and decision-support tools. We partner closely with operational teams as well as Product, Engineering, Product Policy, Safety, and Support to identify high-leverage opportunities and build practical systems that improve outcomes.    About the Role  We are seeking an Analytics &amp; Automation Lead to manage and grow a senior technical operations team responsible for building the analytics, automation, and quality systems that help User Safety and Risk Operations scale.  This is a hands-on leadership role for a mission-oriented systems thinker: someone who can translate messy operational problems into practical, measurable solutions; guide senior technical and analytical ICs (Independent Contributors); prioritize across competing needs;, and build durable infrastructure and reusable capabilities that improve the performance of multiple operational teams.  You will lead work across workflow automation, operational health analytics, quality and evaluation systems, emerging-risk signal infrastructure, dashboards and reporting, and data flywheel feedback  loops.You  will help determine where automation can meaningfully improve speed, consistenc"
24,Data / Analytics,Contract,General,Ads AI Analytics Lead II,instacart,United States - Remote,Greenhouse:instacart,"anomaly detection, ai-first, sql, python, power bi, data visualization, tableau, kpi, forecasting, workflow, stakeholder, COMBO:Ops+Data",2026-06-24T16:24:24-04:00,https://instacart.careers/job/?gh_jid=7495338,"&lt;div class=&quot;content-intro&quot;&gt;&lt;p&gt;&lt;strong&gt;We&#39;re transforming the grocery industry&lt;/strong&gt;&lt;/p&gt;
&lt;p&gt;&lt;span class=&quot;im&quot;&gt;At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible earnings opportunities to Instacart Personal Shoppers.&lt;/span&gt;&lt;/p&gt;
&lt;p&gt;Instacart has become a lifeline for millions of people, and we’re building the team to help push our shopping cart forward. If you’re ready to do the best work of your life, come join our table.&lt;/p&gt;
&lt;p&gt;&lt;strong&gt;Instacart is a Flex First team &lt;/strong&gt;&lt;/p&gt;
&lt;p&gt;There’s no one-size fits all approach to how we do our best work. Our employees have the flexibility to choose where they do their best work—whether it’s from home, an office, or your favorite coffee shop—while staying connected and building community through regular in-person events. &lt;a href=&quot;https://www.instacart.careers/flex-first&quot; target=&quot;_blank&quot; data-saferedirecturl=&quot;https://www.google.com/url?q=https://instacart.careers/remote/&amp;amp;source=gmail&amp;amp;ust=1651869232122000&amp;amp;usg=AOvVaw37OlxP8hAKN7nq4YwHQH7e&quot;&gt;Learn more about our flexible approach to where we work.&lt;/a&gt;&lt;/p&gt;&lt;/div&gt;&lt;p&gt;&amp;nbsp;&lt;/p&gt;
&lt;p&gt;&lt;strong&gt;Overview&lt;/strong&gt;&lt;/p&gt;
&lt;p&gt;The Commercial Scaled Intelligence (CSI) team is an AI-first team dedicated to delivering actionable commercial insights and scalable automation to drive revenue growth and operational efficiency across the company. The team focuses "
24,Data / Analytics,In-Office / Hybrid,General,Business Analyst,Rotaract Club of NIBM Kandy,"New York, New York, United States",RemoteOK,"sql, power bi, excel, data analysis, dashboard, business analyst, tableau, reporting, workflow, stakeholder, cross-functional, process improvement, COMBO:Ops+Data",2026-07-05T17:18:41+00:00,https://remoteOK.com/remote-jobs/remote-business-analyst-rotaract-club-of-nibm-kandy-1134504," About the Role  We are seeking a detail-oriented  Business Analyst  to evaluate business processes, identify improvement opportunities, and support data-driven decision-making. You will work closely with stakeholders to gather requirements and translate them into actionable insights.  Key Responsibilities   Analyze business needs and translate them into clear requirements  Conduct research, process mapping, and workflow documentation  Identify system or process gaps and propose improvement solutions  Collaborate with cross-functional teams to support project implementation  Prepare reports, dashboards, and presentations for management  Evaluate project outcomes and ensure alignment with business goals  Support data analysis and decision-making using various tools   Qualifications   Bachelorâs degree in Business, Economics, IT, or related field  2â4 years of experience as a Business Analyst or similar role  Strong analytical and problem-solving skills  Experience with requirement gathering and documentation  Familiarity with data analysis tools (Excel, SQL, Power BI, Tableau)  Excellent communication and stakeholder management skills  Ability to work in a fast-paced environment and handle multiple priorities   Preferred Skills   Knowledge of Agile or Scrum methodologies  Experience with process improvement frameworks (Lean, Six Sigma)  Understanding of software development lifecycle (SDLC)  Strong presentation and reporting skills&nbsp;    Please mention the word **QUIET** and tag RMjYwMDoxNzAwOjVlYjA6MTA2MDo5YzQ0OmY1YmM6NGY4ZTozN2U= when applying to show you read the job post completely (#RMjYwMDoxNzAwOjVlYjA6MTA2MDo5YzQ0OmY1YmM6NGY4ZTozN2U=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
24,Data / Analytics,In-Office / Hybrid,Compliance / Risk / Fraud,"Analytics Engineer, Safety Systems",openai,San Francisco,Ashby:openai,"aml, compliance, sql, excel, dashboard, tableau, etl, workflow, stakeholder, county, COMBO:Fraud+Data ⭐",2026-06-05T17:30:04.600+00:00,https://jobs.ashbyhq.com/openai/23662a5c-43c3-4754-a6e0-30f8cbf6d681,"  About the Team   The Safety Systems team is dedicated to ensuring the safety, robustness, and reliability of AI models and their deployment in the real world.  Building on the many years of our practical alignment work and applied safety efforts, Safety Systems addresses emerging safety issues and develops new fundamental solutions to enable the safe deployment of our most advanced models and future AGI, to make AI that is beneficial and trustworthy.    Learn more about OpenAI’s approach to safety     About the Role   As an Analytics Engineer in Safety Systems, you will play a pivotal role in building a data-centric culture, enhancing decision-making processes, and driving strategic initiatives through analytics. You will partner closely with Engineering, Research, and Data Science to develop and maintain canonical data sources and source-of-truth dashboards that enable both people and AI agents across the organization to derive trustworthy, actionable insights.  You will own the consumption layer for safety metrics: defining intuitive, reliable ways for stakeholders across Safety Systems, partner teams, and leadership to understand the safety of our products, answer safety-related questions independently, and inform product decisions and company strategy.  Most importantly, you will be a core member of the Safety Systems team, collaborating with researchers and engineers to advance our goals of safe, robust, and reliable AI.  This role is based in San Francisco, CA. We use a hybrid work model of 3 days in the office per week and offer relocation assistance to new employees.   In this role, you will:     Design and maintain canonical datasets that serve as sources of truth for safety metrics.    Develop and refine data products such as dashboards, reports, agent-enabled workflows, and machine-readable interfaces that empower stakeholders to extract and analyze data independently.    Work closely with stakeholders in Engineering, Research, and Data Science to under"
23,Data / Analytics,In-Office / Hybrid,Compliance / Risk / Fraud,"Credit Business Analyst, Growth",robinhood,"Menlo Park, CA; New York, NY; Washington, DC",Greenhouse:robinhood,"compliance, sql, python, business analyst, health insurance, banking, financial services, insurance, COMBO:Fraud+Data ⭐",2026-07-02T15:52:50-04:00,https://boards.greenhouse.io/robinhood/jobs/7961175?t=gh_src=&gh_jid=7961175,"&lt;div class=&quot;content-intro&quot;&gt;&lt;h2&gt;Join us in building the future of finance.&lt;/h2&gt;
&lt;p&gt;Our mission is to democratize finance for all. &lt;a href=&quot;https://www.cerulli.com/press-releases/cerulli-anticipates-124-trillion-in-wealth-will-transfer-through-2048&quot; target=&quot;_blank&quot;&gt;An estimated $124 trillion of assets&lt;/a&gt; will be inherited by younger generations in the next two decades. The largest transfer of wealth in human history. If you’re ready to be at the epicenter of this historic cultural and financial shift, keep reading.&lt;/p&gt;&lt;/div&gt;&lt;h2&gt;&lt;strong&gt;About the team + role&lt;/strong&gt;&lt;/h2&gt;
&lt;p&gt;We are building an elite team, applying frontier technologies to the world’s biggest financial problems. We’re looking for bold thinkers. Sharp problem-solvers. Builders who are wired to make an impact. Robinhood isn’t a place for complacency, it’s where ambitious people do the best work of their careers. We’re a high-performing, fast-moving team with ethics at the center of everything we do. Expectations are high, and so are the rewards. The Credit Card business team&#39;s mission is to shape Robinhood’s vision in the credit and banking space by delivering smart, customer-focused financial solutions. Our team is dedicated to reshaping the credit landscape and redefining the way people interact with financial services daily. By using data and customer feedback, we design growth initiatives that expand our credit card offerings. We aim to make financial services accessible to everyone, building programs that support Robinhood’s broader goals!&lt;/p&gt;
&lt;p&gt;As Credit Business Analyst, Growth, you will be responsible for owning a portion of the growth strategy for credit cards. You will work closely with credit, product and operations to execute strategies that will help grow the card customer base.&amp;nbsp;&lt;/p&gt;
&lt;p&gt;&lt;strong&gt;This role is based in our Menlo Park, CA, New Yo"
23,Data / Analytics,Remote,Compliance / Risk / Fraud,Senior Analytics Engineer (Platform - Financial Analytics),coinbase,Remote - USA,Greenhouse:coinbase,"eligibility, data privacy, remote-first, sql, python, dashboard, tableau, etl, workflow, stakeholder, cross-functional, federal",2026-06-26T12:23:50-04:00,https://www.coinbase.com/careers/positions/7736521?gh_jid=7736521,"&lt;div class=&quot;content-intro&quot;&gt;&lt;p&gt;Ready to do the most impactful work of your career? At&amp;nbsp;&lt;a href=&quot;https://www.coinbase.com/?utm_campaign=mt_o_m_w_m_m__coi_0_jd-onchain&amp;amp;utm_source=coinbase&quot;&gt;Coinbase&lt;/a&gt;, we are uncompromising on our mission to increase economic freedom. The bar is high, the environment is intense, and we like it that way. This isn&#39;t a place for complacency, it’s a place to be pushed past your perceived limits. If you&#39;re ready to build the future of finance alongside people who refuse to settle for &quot;good enough,&quot; you belong here. Coinbase is a remote-first, but not remote-only company. Expect to get together quarterly for intense in-person working sessions called “surges.”&amp;nbsp;&lt;a href=&quot;https://www.coinbase.com/careers&quot;&gt;learn more about working at Coinbase&lt;/a&gt;.&lt;/p&gt;&lt;/div&gt;&lt;h1&gt;Senior Analytics Engineer&lt;/h1&gt;
&lt;p class=&quot;mb-2 whitespace-pre-wrap&quot;&gt;As a Senior Analytics Engineer on the &lt;a href=&quot;https://www.coinbase.com/careers/product-groups&quot; target=&quot;_blank&quot;&gt;Platform&lt;/a&gt; team, you&#39;ll build the scalable data models and pipelines that power analytics, experimentation, and decision-making across Coinbase. Our Analytics Engineering team transforms raw data into trusted, well-modeled sources that stakeholders across Product, Engineering, and Data Science rely on daily. You&#39;ll own end-to-end data solutions for specific business domains, turning complex data flows into clean, reusable frameworks that unlock commercial value at scale.&lt;/p&gt;
&lt;p class=&quot;mb-2 whitespace-pre-wrap&quot;&gt;&lt;strong&gt;What you&#39;ll do:&lt;/strong&gt;&lt;/p&gt;
&lt;ul&gt;
&lt;li&gt;Own end-to-end data modeling for assigned business domains, from understanding source system data flows through designing modular, reusable models (star/snowflake schemas) that serve as the single source of truth for dow"
23,Data / Analytics,In-Office / Hybrid,Compliance / Risk / Fraud,Internal Audit Data Analytics Lead,stripe,"Toronto, New York, San Francisco",Greenhouse:stripe,"risk management, audit, compliance, sql, python, tableau, etl, reporting, cross-functional, COMBO:Fraud+Data ⭐",2026-07-01T09:45:58-04:00,https://stripe.com/jobs/search?gh_jid=8026689,"&lt;div class=&quot;ace-line gutter-author-p-118095 emptyGutter&quot;&gt;
&lt;h2&gt;Who we are&lt;/h2&gt;
&lt;h3&gt;About Stripe&lt;/h3&gt;
&lt;p&gt;&lt;span style=&quot;font-weight: 400;&quot;&gt;Stripe is a financial infrastructure platform for businesses. Millions of companies—from the world’s largest enterprises to the most ambitious startups—use Stripe to accept payments, grow their revenue, and accelerate new business opportunities. Our mission is to increase the GDP of the internet, and we have a staggering amount of work ahead. That means you have an unprecedented opportunity to put the global economy within everyone’s reach while doing the most important work of your career.&lt;/span&gt;&lt;/p&gt;
&lt;p&gt;Stripe builds the most powerful and flexible tools for running an internet business. We handle hundreds of billions of dollars each year and enable millions of users around the world to scale faster and more efficiently by building their businesses on Stripe. To further this important mission, Stripe is building a world class Internal Audit (IA) team. Our IA mission is to make the business better as it grows. We are consumed with the goal of being agile with the business, powered by technology and an accelerator to the speed of controls integration and compliance adoption.&lt;/p&gt;
&lt;h3&gt;About the team&lt;/h3&gt;
&lt;p&gt;&amp;nbsp;Our IA team is responsible for providing objective feedback and insights across the company in relation to the design and effectiveness of Stripe’s business processes, its compliance with laws and regulations and its risk management framework. Unique in our purpose is a cross-functional mandate that invites viewing through a wide lens and collaborating across the business. To enable this engagement, we must build and scale in a rapid-growth, high-volume environment. This is a unique opportunity to join a growing Data Analytics team within audit and work on providing data driven insights across the IA lifecycle. The DA Lead"
23,EA / Business Partner,In-Office / Hybrid,Compliance / Risk / Fraud,"Executive Business Partner, B2B Ads Solutions",openai,New York City,Ashby:openai,"aml, compliance, executive business partner, executive support, excel, deliverables, milestones, coordination, workflow, stakeholder, cross-functional, county, COMBO:Fraud+EA",2026-06-29T20:37:21.012+00:00,https://jobs.ashbyhq.com/openai/b39d9542-e886-49e0-82dc-984141667f57,"  About the Team   Our Executive Operations team includes Executive Business Partners and Administrative Business Partners, who serve as trusted advisors and collaborators to OpenAI's executives and leaders, focused on strong communication and operational excellence across teams. With a focus on elevating the impact and efficiency of leadership, we anticipate needs, streamline processes, and provide comprehensive support to ensure our executives can focus on high-impact initiatives. We play a pivotal role in driving success and achieving key milestones by cultivating strong relationships and leveraging our deep understanding of business objectives. With a commitment to excellence and a proactive approach, we are dedicated to empowering our leaders and contributing to the overall growth and success of the company.  Our leadership team reflects OpenAI’s culture and core values and is a mission-driven, kind, and thoughtful group. We take pride in creating a work environment that fosters collaboration, open communication, and authenticity, making OpenAI an excellent place to work for highly accomplished professionals.   About the Role:    We’re looking for an Executive Business Partner to support the VP of Global Ad Solutions as OpenAI builds its first advertising business.  The Executive Business Partner will be a proactive and adaptable partner to executives, managing complex scheduling, coordinating projects, and optimizing workflows. This role requires independence, task-level ownership, and a deep understanding of OpenAI’s mission to foster AGI that benefits humanity. The ideal candidate is comfortable with ambiguity, rapidly-evolving business priorities, and can drive best practices to help scale exec and team operations.  This role is based in  New York . We use a hybrid work model of 3 days in the office per week and offer relocation assistance to new employees.     In this role, you will:     Build strong connections within the immediate team and across other d"
